Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-10-30 14:00:00,Mainland India,Mainland India,IN,650.29,705.82,13.6,10.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 15:00:00,Mainland India,Mainland India,IN,649.96,705.43,13.66,10.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 16:00:00,Mainland India,Mainland India,IN,649.88,705.33,13.68,10.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 17:00:00,Mainland India,Mainland India,IN,649.53,704.94,13.73,9.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 18:00:00,Mainland India,Mainland India,IN,641.25,696.23,14.82,10.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 19:00:00,Mainland India,Mainland India,IN,640.6,695.53,14.91,10.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 20:00:00,Mainland India,Mainland India,IN,640.53,695.41,14.94,10.69,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 21:00:00,Mainland India,Mainland India,IN,640.56,695.41,14.95,10.65,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 22:00:00,Mainland India,Mainland India,IN,640.41,695.23,14.99,10.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-30 23:00:00,Mainland India,Mainland India,IN,640.91,695.76,14.93,10.67,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 00:00:00,Mainland India,Mainland India,IN,640.58,695.47,14.95,10.87,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 01:00:00,Mainland India,Mainland India,IN,637.11,691.97,15.42,11.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 02:00:00,Mainland India,Mainland India,IN,582.61,636.64,22.64,19.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 03:00:00,Mainland India,Mainland India,IN,565.5,619.3,24.9,21.53,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 04:00:00,Mainland India,Mainland India,IN,559.2,612.92,25.73,22.43,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 05:00:00,Mainland India,Mainland India,IN,555.75,609.41,26.19,22.89,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 06:00:00,Mainland India,Mainland India,IN,554.87,608.53,26.3,23.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 07:00:00,Mainland India,Mainland India,IN,552.26,605.85,26.64,23.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 08:00:00,Mainland India,Mainland India,IN,553.11,606.72,26.53,23.13,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 09:00:00,Mainland India,Mainland India,IN,557.89,611.62,25.9,22.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 10:00:00,Mainland India,Mainland India,IN,563.67,617.53,25.11,21.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 11:00:00,Mainland India,Mainland India,IN,580.13,634.28,22.9,19.24,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 12:00:00,Mainland India,Mainland India,IN,640.3,695.48,14.9,10.96,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 13:00:00,Mainland India,Mainland India,IN,646.09,701.4,14.12,10.2,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 14:00:00,Mainland India,Mainland India,IN,644.91,700.15,14.27,10.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 15:00:00,Mainland India,Mainland India,IN,644.49,699.68,14.34,10.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 16:00:00,Mainland India,Mainland India,IN,643.79,698.92,14.44,10.2,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 17:00:00,Mainland India,Mainland India,IN,643.55,698.63,14.49,10.18,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 18:00:00,Mainland India,Mainland India,IN,640.74,695.56,14.94,10.46,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 19:00:00,Mainland India,Mainland India,IN,640.18,694.94,15.02,10.43,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 20:00:00,Mainland India,Mainland India,IN,639.16,693.83,15.18,10.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 21:00:00,Mainland India,Mainland India,IN,638.11,692.73,15.31,10.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 22:00:00,Mainland India,Mainland India,IN,637.7,692.26,15.38,10.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-10-31 23:00:00,Mainland India,Mainland India,IN,638.78,693.37,15.26,10.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 00:00:00,Mainland India,Mainland India,IN,640.79,695.45,15.02,10.31,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 01:00:00,Mainland India,Mainland India,IN,636.36,691.02,15.56,11.04,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 02:00:00,Mainland India,Mainland India,IN,575.49,629.28,23.64,19.54,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 03:00:00,Mainland India,Mainland India,IN,555.24,608.77,26.32,22.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 04:00:00,Mainland India,Mainland India,IN,550.67,604.18,26.91,23.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 05:00:00,Mainland India,Mainland India,IN,549.56,603.05,27.06,23.44,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 06:00:00,Mainland India,Mainland India,IN,550.07,603.54,26.99,23.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 07:00:00,Mainland India,Mainland India,IN,549.58,603.01,27.06,23.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 08:00:00,Mainland India,Mainland India,IN,551.03,604.5,26.87,23.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 09:00:00,Mainland India,Mainland India,IN,555.58,609.18,26.27,22.73,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 10:00:00,Mainland India,Mainland India,IN,562.68,616.44,25.31,21.69,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 11:00:00,Mainland India,Mainland India,IN,580.26,634.34,22.96,19.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 12:00:00,Mainland India,Mainland India,IN,641.41,696.51,14.82,10.79,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 13:00:00,Mainland India,Mainland India,IN,646.6,701.82,14.12,10.1,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 14:00:00,Mainland India,Mainland India,IN,646.13,701.31,14.18,10.04,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 15:00:00,Mainland India,Mainland India,IN,645.44,700.54,14.29,10.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 16:00:00,Mainland India,Mainland India,IN,644.74,699.79,14.39,10.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 17:00:00,Mainland India,Mainland India,IN,645.75,700.69,14.34,9.92,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 18:00:00,Mainland India,Mainland India,IN,638.39,693.02,15.28,10.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 19:00:00,Mainland India,Mainland India,IN,636.77,691.3,15.49,10.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 20:00:00,Mainland India,Mainland India,IN,639.1,693.64,15.24,10.39,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 21:00:00,Mainland India,Mainland India,IN,638.26,692.72,15.37,10.48,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 22:00:00,Mainland India,Mainland India,IN,637.22,691.62,15.51,10.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-01 23:00:00,Mainland India,Mainland India,IN,637.7,692.15,15.44,10.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 00:00:00,Mainland India,Mainland India,IN,637.55,692.02,15.46,10.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 01:00:00,Mainland India,Mainland India,IN,633.88,688.43,15.88,11.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 02:00:00,Mainland India,Mainland India,IN,576.63,630.33,23.51,19.62,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 03:00:00,Mainland India,Mainland India,IN,558.2,611.65,25.96,22.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 04:00:00,Mainland India,Mainland India,IN,553.28,606.67,26.62,23.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 05:00:00,Mainland India,Mainland India,IN,548.93,602.25,27.19,23.64,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 06:00:00,Mainland India,Mainland India,IN,543.59,596.78,27.88,24.25,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 07:00:00,Mainland India,Mainland India,IN,542.59,595.74,28.01,24.38,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 08:00:00,Mainland India,Mainland India,IN,545.41,598.64,27.64,24.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 09:00:00,Mainland India,Mainland India,IN,551.73,605.12,26.8,23.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 10:00:00,Mainland India,Mainland India,IN,559.37,612.92,25.79,22.12,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 11:00:00,Mainland India,Mainland India,IN,577.35,631.21,23.38,19.55,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 12:00:00,Mainland India,Mainland India,IN,639.72,694.62,15.1,11.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 13:00:00,Mainland India,Mainland India,IN,644.66,699.68,14.43,10.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 14:00:00,Mainland India,Mainland India,IN,643.98,698.93,14.53,10.35,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 15:00:00,Mainland India,Mainland India,IN,643.22,698.11,14.64,10.35,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 16:00:00,Mainland India,Mainland India,IN,642.35,697.17,14.76,10.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 17:00:00,Mainland India,Mainland India,IN,643.6,698.33,14.68,10.18,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 18:00:00,Mainland India,Mainland India,IN,638.26,692.91,15.26,10.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 19:00:00,Mainland India,Mainland India,IN,637.9,692.52,15.31,10.54,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 20:00:00,Mainland India,Mainland India,IN,638.49,693.02,15.3,10.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 21:00:00,Mainland India,Mainland India,IN,637.99,692.46,15.39,10.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 22:00:00,Mainland India,Mainland India,IN,636.13,690.5,15.63,10.69,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-02 23:00:00,Mainland India,Mainland India,IN,636.0,690.37,15.65,10.8,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 00:00:00,Mainland India,Mainland India,IN,635.94,690.37,15.65,11.0,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 01:00:00,Mainland India,Mainland India,IN,634.34,688.83,15.86,11.4,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 02:00:00,Mainland India,Mainland India,IN,576.54,630.23,23.51,19.58,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 03:00:00,Mainland India,Mainland India,IN,558.78,612.27,25.86,22.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 04:00:00,Mainland India,Mainland India,IN,553.7,607.13,26.55,22.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 05:00:00,Mainland India,Mainland India,IN,550.44,603.79,26.99,23.46,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 06:00:00,Mainland India,Mainland India,IN,547.05,600.31,27.43,23.88,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 07:00:00,Mainland India,Mainland India,IN,544.72,597.93,27.72,24.12,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 08:00:00,Mainland India,Mainland India,IN,547.05,600.32,27.42,23.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 09:00:00,Mainland India,Mainland India,IN,551.44,604.82,26.84,23.2,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 10:00:00,Mainland India,Mainland India,IN,559.58,613.14,25.75,22.04,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 11:00:00,Mainland India,Mainland India,IN,577.58,631.45,23.35,19.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 12:00:00,Mainland India,Mainland India,IN,640.41,695.34,15.0,10.89,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 13:00:00,Mainland India,Mainland India,IN,644.97,700.01,14.38,10.32,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 14:00:00,Mainland India,Mainland India,IN,644.19,699.16,14.49,10.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 15:00:00,Mainland India,Mainland India,IN,644.28,699.21,14.5,10.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 16:00:00,Mainland India,Mainland India,IN,643.75,698.63,14.58,10.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 17:00:00,Mainland India,Mainland India,IN,644.73,699.53,14.53,10.06,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 18:00:00,Mainland India,Mainland India,IN,642.56,697.36,14.75,10.31,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 19:00:00,Mainland India,Mainland India,IN,641.94,696.7,14.83,10.27,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 20:00:00,Mainland India,Mainland India,IN,642.22,696.91,14.84,10.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 21:00:00,Mainland India,Mainland India,IN,642.01,696.65,14.88,10.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 22:00:00,Mainland India,Mainland India,IN,640.91,695.49,15.03,10.35,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-03 23:00:00,Mainland India,Mainland India,IN,641.16,695.78,15.0,10.46,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 00:00:00,Mainland India,Mainland India,IN,641.72,696.41,14.91,10.52,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 01:00:00,Mainland India,Mainland India,IN,640.79,695.56,15.04,10.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 02:00:00,Mainland India,Mainland India,IN,585.44,639.4,22.39,18.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 03:00:00,Mainland India,Mainland India,IN,568.88,622.64,24.58,21.14,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 04:00:00,Mainland India,Mainland India,IN,564.49,618.22,25.16,21.88,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 05:00:00,Mainland India,Mainland India,IN,560.63,614.3,25.66,22.39,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 06:00:00,Mainland India,Mainland India,IN,560.35,614.07,25.7,22.4,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 07:00:00,Mainland India,Mainland India,IN,560.4,614.11,25.68,22.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 08:00:00,Mainland India,Mainland India,IN,562.91,616.7,25.35,22.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 09:00:00,Mainland India,Mainland India,IN,567.02,620.9,24.8,21.54,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 10:00:00,Mainland India,Mainland India,IN,573.77,627.77,23.9,20.59,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 11:00:00,Mainland India,Mainland India,IN,590.38,644.66,21.69,18.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 12:00:00,Mainland India,Mainland India,IN,647.39,702.63,14.12,10.46,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 13:00:00,Mainland India,Mainland India,IN,651.15,706.46,13.62,9.95,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 14:00:00,Mainland India,Mainland India,IN,650.64,705.9,13.69,9.87,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 15:00:00,Mainland India,Mainland India,IN,650.71,705.94,13.69,9.77,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 16:00:00,Mainland India,Mainland India,IN,650.04,705.22,13.78,9.77,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 17:00:00,Mainland India,Mainland India,IN,651.33,706.44,13.69,9.55,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 18:00:00,Mainland India,Mainland India,IN,646.41,701.29,14.32,10.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 19:00:00,Mainland India,Mainland India,IN,645.56,700.37,14.44,10.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 20:00:00,Mainland India,Mainland India,IN,645.56,700.33,14.46,10.06,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 21:00:00,Mainland India,Mainland India,IN,644.54,699.26,14.59,10.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 22:00:00,Mainland India,Mainland India,IN,645.4,700.16,14.48,10.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-04 23:00:00,Mainland India,Mainland India,IN,645.33,700.1,14.49,10.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 00:00:00,Mainland India,Mainland India,IN,644.37,699.12,14.61,10.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 01:00:00,Mainland India,Mainland India,IN,643.76,698.6,14.69,10.76,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 02:00:00,Mainland India,Mainland India,IN,590.77,644.84,21.71,18.26,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 03:00:00,Mainland India,Mainland India,IN,573.83,627.66,23.96,20.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 04:00:00,Mainland India,Mainland India,IN,569.22,623.0,24.58,21.44,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 05:00:00,Mainland India,Mainland India,IN,564.8,618.49,25.15,22.02,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 06:00:00,Mainland India,Mainland India,IN,564.96,618.71,25.14,22.0,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 07:00:00,Mainland India,Mainland India,IN,562.57,616.27,25.44,22.24,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 08:00:00,Mainland India,Mainland India,IN,565.66,619.45,25.03,21.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 09:00:00,Mainland India,Mainland India,IN,571.46,625.4,24.27,21.12,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 10:00:00,Mainland India,Mainland India,IN,577.82,631.88,23.42,20.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 11:00:00,Mainland India,Mainland India,IN,593.71,648.02,21.3,17.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 12:00:00,Mainland India,Mainland India,IN,650.6,705.88,13.76,10.17,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 13:00:00,Mainland India,Mainland India,IN,653.72,709.05,13.34,9.75,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 14:00:00,Mainland India,Mainland India,IN,653.15,708.41,13.42,9.69,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 15:00:00,Mainland India,Mainland India,IN,652.52,707.72,13.51,9.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 16:00:00,Mainland India,Mainland India,IN,652.4,707.57,13.54,9.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 17:00:00,Mainland India,Mainland India,IN,653.3,708.4,13.49,9.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 18:00:00,Mainland India,Mainland India,IN,625.93,681.18,16.13,11.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 19:00:00,Mainland India,Mainland India,IN,644.05,698.82,14.61,10.31,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 20:00:00,Mainland India,Mainland India,IN,646.37,701.01,14.45,10.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 21:00:00,Mainland India,Mainland India,IN,645.66,700.27,14.54,10.1,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 22:00:00,Mainland India,Mainland India,IN,645.24,699.83,14.59,10.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-05 23:00:00,Mainland India,Mainland India,IN,645.89,700.52,14.51,10.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 00:00:00,Mainland India,Mainland India,IN,645.77,700.41,14.53,10.39,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 01:00:00,Mainland India,Mainland India,IN,644.57,699.29,14.67,10.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 02:00:00,Mainland India,Mainland India,IN,592.68,646.72,21.51,18.06,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 03:00:00,Mainland India,Mainland India,IN,577.23,631.07,23.57,20.37,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 04:00:00,Mainland India,Mainland India,IN,572.73,626.52,24.16,21.08,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 05:00:00,Mainland India,Mainland India,IN,569.71,623.46,24.57,21.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 06:00:00,Mainland India,Mainland India,IN,569.5,623.3,24.6,21.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 07:00:00,Mainland India,Mainland India,IN,566.97,620.72,24.91,21.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 08:00:00,Mainland India,Mainland India,IN,569.25,623.07,24.6,21.44,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 09:00:00,Mainland India,Mainland India,IN,573.24,627.18,24.04,20.9,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 10:00:00,Mainland India,Mainland India,IN,578.76,632.79,23.3,20.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 11:00:00,Mainland India,Mainland India,IN,596.26,650.58,20.99,17.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 12:00:00,Mainland India,Mainland India,IN,647.45,702.66,14.1,10.52,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 13:00:00,Mainland India,Mainland India,IN,654.67,709.84,13.32,9.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 14:00:00,Mainland India,Mainland India,IN,655.2,710.3,13.3,9.54,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 15:00:00,Mainland India,Mainland India,IN,655.01,710.07,13.33,9.45,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 16:00:00,Mainland India,Mainland India,IN,653.73,708.83,13.43,9.52,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 17:00:00,Mainland India,Mainland India,IN,653.48,708.54,13.48,9.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 18:00:00,Mainland India,Mainland India,IN,655.0,710.27,13.2,9.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 19:00:00,Mainland India,Mainland India,IN,645.3,699.98,14.51,10.18,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 20:00:00,Mainland India,Mainland India,IN,645.42,700.03,14.54,10.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 21:00:00,Mainland India,Mainland India,IN,645.73,700.38,14.47,10.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 22:00:00,Mainland India,Mainland India,IN,644.46,699.04,14.65,10.18,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-06 23:00:00,Mainland India,Mainland India,IN,645.26,699.9,14.54,10.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 00:00:00,Mainland India,Mainland India,IN,646.27,701.02,14.39,10.26,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 01:00:00,Mainland India,Mainland India,IN,645.1,699.89,14.54,10.59,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 02:00:00,Mainland India,Mainland India,IN,593.83,647.9,21.34,17.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 03:00:00,Mainland India,Mainland India,IN,578.0,631.89,23.44,20.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 04:00:00,Mainland India,Mainland India,IN,572.74,626.55,24.14,21.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 05:00:00,Mainland India,Mainland India,IN,569.31,623.06,24.59,21.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 06:00:00,Mainland India,Mainland India,IN,571.07,624.96,24.36,21.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 07:00:00,Mainland India,Mainland India,IN,568.12,621.94,24.74,21.53,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 08:00:00,Mainland India,Mainland India,IN,571.15,625.07,24.35,21.14,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 09:00:00,Mainland India,Mainland India,IN,575.75,629.76,23.74,20.56,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 10:00:00,Mainland India,Mainland India,IN,582.48,636.62,22.85,19.62,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 11:00:00,Mainland India,Mainland India,IN,598.15,652.55,20.75,17.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 12:00:00,Mainland India,Mainland India,IN,653.54,708.87,13.4,9.78,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 13:00:00,Mainland India,Mainland India,IN,656.79,712.2,12.96,9.34,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 14:00:00,Mainland India,Mainland India,IN,656.16,711.51,13.04,9.27,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 15:00:00,Mainland India,Mainland India,IN,655.95,711.25,13.09,9.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 16:00:00,Mainland India,Mainland India,IN,655.73,710.99,13.13,9.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 17:00:00,Mainland India,Mainland India,IN,656.27,711.4,13.14,9.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 18:00:00,Mainland India,Mainland India,IN,646.09,700.82,14.42,10.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 19:00:00,Mainland India,Mainland India,IN,645.35,699.99,14.53,10.13,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 20:00:00,Mainland India,Mainland India,IN,645.82,700.45,14.49,10.06,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 21:00:00,Mainland India,Mainland India,IN,645.61,700.23,14.52,10.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 22:00:00,Mainland India,Mainland India,IN,644.67,699.24,14.64,10.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-07 23:00:00,Mainland India,Mainland India,IN,644.74,699.33,14.63,10.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-08 00:00:00,Mainland India,Mainland India,IN,645.17,699.83,14.56,10.4,,true,ESTIMATED_MODE_BREAKDOWN
2024-11-08 01:00:00,Mainland India,Mainland India,IN,644.11,698.83,14.7,10.71,,true,ESTIMATED_MODE_BREAKDOWN
